NO.,Voltage(NL3),Time(NL3)
771,2.60E+00,2.4350E-05
772,2.80E+00,2.4400E-05
773,2.80E+00,2.4450E-05
774,2.80E+00,2.4500E-05
775,3.00E+00,2.4550E-05
776,3.20E+00,2.4600E-05
777,3.20E+00,2.4650E-05
778,3.20E+00,2.4700E-05
779,3.20E+00,2.4750E-05
780,3.40E+00,2.4800E-05
781,3.40E+00,2.4850E-05
782,3.40E+00,2.4900E-05
783,3.40E+00,2.4950E-05
784,3.60E+00,2.5000E-05
785,3.60E+00,2.5050E-05
786,3.80E+00,2.5100E-05
787,3.80E+00,2.5150E-05
788,3.80E+00,2.5200E-05
789,3.80E+00,2.5250E-05
790,4.00E+00,2.5300E-05
791,3.80E+00,2.5350E-05
792,4.00E+00,2.5400E-05
793,4.00E+00,2.5450E-05
794,4.00E+00,2.5500E-05
795,4.00E+00,2.5550E-05
796,4.20E+00,2.5600E-05
797,4.00E+00,2.5650E-05
798,4.20E+00,2.5700E-05
799,4.20E+00,2.5750E-05
800,4.20E+00,2.5800E-05
801,4.20E+00,2.5850E-05
802,4.00E+00,2.5900E-05
803,4.00E+00,2.5950E-05
804,4.20E+00,2.6000E-05
805,4.20E+00,2.6050E-05
806,4.20E+00,2.6100E-05
807,4.20E+00,2.6150E-05
808,4.20E+00,2.6200E-05
809,4.20E+00,2.6250E-05
810,4.20E+00,2.6300E-05
811,4.20E+00,2.6350E-05
812,4.20E+00,2.6400E-05
813,4.00E+00,2.6450E-05
814,4.00E+00,2.6500E-05
815,4.20E+00,2.6550E-05
816,4.00E+00,2.6600E-05
817,4.00E+00,2.6650E-05
818,4.00E+00,2.6700E-05
819,4.00E+00,2.6750E-05
820,4.00E+00,2.6800E-05
821,3.80E+00,2.6850E-05
822,3.80E+00,2.6900E-05
823,3.80E+00,2.6950E-05
824,3.80E+00,2.7000E-05
825,3.60E+00,2.7050E-05
826,3.60E+00,2.7100E-05
827,3.60E+00,2.7150E-05
828,3.60E+00,2.7200E-05
829,3.40E+00,2.7250E-05
830,3.40E+00,2.7300E-05
831,3.40E+00,2.7350E-05
832,3.40E+00,2.7400E-05
833,3.20E+00,2.7450E-05
834,3.20E+00,2.7500E-05
835,3.20E+00,2.7550E-05
836,3.20E+00,2.7600E-05
837,3.00E+00,2.7650E-05
838,2.80E+00,2.7700E-05
839,2.80E+00,2.7750E-05
840,2.80E+00,2.7800E-05
841,2.60E+00,2.7850E-05
842,2.60E+00,2.7900E-05
843,2.60E+00,2.7950E-05
844,2.40E+00,2.8000E-05
845,2.40E+00,2.8050E-05
846,2.20E+00,2.8100E-05
847,2.20E+00,2.8150E-05
848,2.00E+00,2.8200E-05
849,2.00E+00,2.8250E-05
850,1.80E+00,2.8300E-05
851,1.80E+00,2.8350E-05
852,1.80E+00,2.8400E-05
853,1.60E+00,2.8450E-05
854,1.40E+00,2.8500E-05
855,1.40E+00,2.8550E-05
856,1.20E+00,2.8600E-05
857,1.00E+00,2.8650E-05
858,1.00E+00,2.8700E-05
859,1.00E+00,2.8750E-05
860,8.00E-01,2.8800E-05
861,8.00E-01,2.8850E-05
862,6.00E-01,2.8900E-05
863,6.00E-01,2.8950E-05
864,4.00E-01,2.9000E-05
865,2.00E-01,2.9050E-05
866,2.00E-01,2.9100E-05
867,0.00E+00,2.9150E-05
868,0.00E+00,2.9200E-05
869,-2.00E-01,2.9250E-05
870,-2.00E-01,2.9300E-05
871,-4.00E-01,2.9350E-05
872,-4.00E-01,2.9400E-05
873,-6.00E-01,2.9450E-05
874,-8.00E-01,2.9500E-05
875,-8.00E-01,2.9550E-05
876,-8.00E-01,2.9600E-05
877,-1.00E+00,2.9650E-05
878,-1.20E+00,2.9700E-05
879,-1.20E+00,2.9750E-05
880,-1.40E+00,2.9800E-05
881,-1.40E+00,2.9850E-05
882,-1.60E+00,2.9900E-05
883,-1.60E+00,2.9950E-05
884,-1.60E+00,3.0000E-05
885,-1.80E+00,3.0050E-05
886,-2.00E+00,3.0100E-05
887,-1.80E+00,3.0150E-05
888,-2.20E+00,3.0200E-05
889,-2.20E+00,3.0250E-05
890,-2.40E+00,3.0300E-05
891,-2.40E+00,3.0350E-05
892,-2.40E+00,3.0400E-05
893,-2.40E+00,3.0450E-05
894,-2.60E+00,3.0500E-05
895,-2.80E+00,3.0550E-05
896,-2.80E+00,3.0600E-05
897,-2.80E+00,3.0650E-05
898,-3.00E+00,3.0700E-05
899,-3.20E+00,3.0750E-05
900,-3.00E+00,3.0800E-05
901,-3.20E+00,3.0850E-05
902,-3.20E+00,3.0900E-05
903,-3.40E+00,3.0950E-05
904,-3.40E+00,3.1000E-05
905,-3.40E+00,3.1050E-05
906,-3.60E+00,3.1100E-05
907,-3.60E+00,3.1150E-05
908,-3.60E+00,3.1200E-05
909,-3.80E+00,3.1250E-05
910,-3.80E+00,3.1300E-05
911,-3.80E+00,3.1350E-05
912,-3.80E+00,3.1400E-05
913,-4.00E+00,3.1450E-05
914,-4.00E+00,3.1500E-05
915,-4.00E+00,3.1550E-05
916,-4.00E+00,3.1600E-05
917,-4.00E+00,3.1650E-05
918,-4.20E+00,3.1700E-05
919,-4.20E+00,3.1750E-05
920,-4.20E+00,3.1800E-05
921,-4.20E+00,3.1850E-05
922,-4.40E+00,3.1900E-05
923,-4.40E+00,3.1950E-05
924,-4.20E+00,3.2000E-05
925,-4.40E+00,3.2050E-05
926,-4.40E+00,3.2100E-05
927,-4.40E+00,3.2150E-05
928,-4.40E+00,3.2200E-05
929,-4.40E+00,3.2250E-05
930,-4.20E+00,3.2300E-05
931,-4.40E+00,3.2350E-05
932,-4.20E+00,3.2400E-05
933,-4.40E+00,3.2450E-05
934,-4.40E+00,3.2500E-05
935,-4.40E+00,3.2550E-05
936,-4.40E+00,3.2600E-05
937,-4.40E+00,3.2650E-05
938,-4.20E+00,3.2700E-05
939,-4.20E+00,3.2750E-05
940,-4.20E+00,3.2800E-05
941,-4.20E+00,3.2850E-05
942,-4.00E+00,3.2900E-05
943,-4.20E+00,3.2950E-05
944,-4.00E+00,3.3000E-05
945,-4.20E+00,3.3050E-05
946,-4.00E+00,3.3100E-05
947,-4.00E+00,3.3150E-05
948,-3.80E+00,3.3200E-05
949,-4.00E+00,3.3250E-05
950,-3.80E+00,3.3300E-05
951,-3.80E+00,3.3350E-05
952,-3.80E+00,3.3400E-05
953,-3.80E+00,3.3450E-05
954,-3.80E+00,3.3500E-05
955,-3.60E+00,3.3550E-05
956,-3.40E+00,3.3600E-05
957,-3.40E+00,3.3650E-05
958,-3.40E+00,3.3700E-05
959,-3.40E+00,3.3750E-05
960,-3.20E+00,3.3800E-05
961,-3.20E+00,3.3850E-05
962,-3.20E+00,3.3900E-05
963,-3.00E+00,3.3950E-05
964,-3.00E+00,3.4000E-05
965,-3.00E+00,3.4050E-05
966,-2.80E+00,3.4100E-05
967,-2.80E+00,3.4150E-05
968,-2.60E+00,3.4200E-05
969,-2.60E+00,3.4250E-05
970,-2.60E+00,3.4300E-05
971,-2.60E+00,3.4350E-05
972,-2.20E+00,3.4400E-05
973,-2.20E+00,3.4450E-05
974,-2.20E+00,3.4500E-05
975,-2.20E+00,3.4550E-05
976,-2.00E+00,3.4600E-05
977,-1.80E+00,3.4650E-05
978,-1.80E+00,3.4700E-05
979,-1.60E+00,3.4750E-05
980,-1.40E+00,3.4800E-05
981,-1.40E+00,3.4850E-05
982,-1.40E+00,3.4900E-05
983,-1.20E+00,3.4950E-05
984,-1.00E+00,3.5000E-05
985,-1.00E+00,3.5050E-05
986,-1.00E+00,3.5100E-05
987,-8.00E-01,3.5150E-05
988,-6.00E-01,3.5200E-05
989,-6.00E-01,3.5250E-05
990,-6.00E-01,3.5300E-05
991,-4.00E-01,3.5350E-05
992,-2.00E-01,3.5400E-05
993,-2.00E-01,3.5450E-05
994,0.00E+00,3.5500E-05
995,0.00E+00,3.5550E-05
996,2.00E-01,3.5600E-05
997,2.00E-01,3.5650E-05
998,4.00E-01,3.5700E-05
999,6.00E-01,3.5750E-05
1000,6.00E-01,3.5800E-05
1001,8.00E-01,3.5850E-05
1002,8.00E-01,3.5900E-05
1003,1.00E+00,3.5950E-05
1004,1.00E+00,3.6000E-05
1005,1.00E+00,3.6050E-05
1006,1.20E+00,3.6100E-05
1007,1.20E+00,3.6150E-05
1008,1.60E+00,3.6200E-05
1009,1.60E+00,3.6250E-05
1010,1.80E+00,3.6300E-05
1011,1.80E+00,3.6350E-05
1012,1.80E+00,3.6400E-05
1013,2.00E+00,3.6450E-05
1014,2.00E+00,3.6500E-05
1015,2.20E+00,3.6550E-05
1016,2.20E+00,3.6600E-05
1017,2.40E+00,3.6650E-05
1018,2.40E+00,3.6700E-05
1019,2.60E+00,3.6750E-05
1020,2.60E+00,3.6800E-05
1021,2.60E+00,3.6850E-05
1022,2.60E+00,3.6900E-05
1023,2.80E+00,3.6950E-05
1024,2.80E+00,3.7000E-05
1025,3.00E+00,3.7050E-05
1026,3.00E+00,3.7100E-05
1027,3.20E+00,3.7150E-05
1028,3.20E+00,3.7200E-05
1029,3.20E+00,3.7250E-05
1030,3.20E+00,3.7300E-05
1031,3.40E+00,3.7350E-05
1032,3.40E+00,3.7400E-05
1033,3.40E+00,3.7450E-05
1034,3.60E+00,3.7500E-05
1035,3.60E+00,3.7550E-05
1036,3.80E+00,3.7600E-05
1037,3.60E+00,3.7650E-05
1038,3.80E+00,3.7700E-05
1039,3.80E+00,3.7750E-05
1040,3.80E+00,3.7800E-05
1041,3.80E+00,3.7850E-05
1042,3.80E+00,3.7900E-05
1043,4.00E+00,3.7950E-05
1044,4.00E+00,3.8000E-05
1045,4.00E+00,3.8050E-05
1046,4.00E+00,3.8100E-05
1047,4.20E+00,3.8150E-05
1048,4.00E+00,3.8200E-05
1049,4.20E+00,3.8250E-05
1050,4.20E+00,3.8300E-05
1051,4.20E+00,3.8350E-05
1052,4.20E+00,3.8400E-05
1053,4.20E+00,3.8450E-05
1054,4.00E+00,3.8500E-05
1055,4.20E+00,3.8550E-05
1056,4.20E+00,3.8600E-05
1057,4.20E+00,3.8650E-05
1058,4.20E+00,3.8700E-05
1059,4.20E+00,3.8750E-05
1060,4.20E+00,3.8800E-05
1061,4.20E+00,3.8850E-05
1062,4.20E+00,3.8900E-05
1063,4.00E+00,3.8950E-05
1064,4.00E+00,3.9000E-05
1065,4.00E+00,3.9050E-05
1066,4.00E+00,3.9100E-05
1067,4.00E+00,3.9150E-05
1068,4.00E+00,3.9200E-05
1069,3.80E+00,3.9250E-05
1070,4.00E+00,3.9300E-05
1071,3.80E+00,3.9350E-05
1072,3.80E+00,3.9400E-05
1073,3.80E+00,3.9450E-05
1074,3.80E+00,3.9500E-05
1075,3.60E+00,3.9550E-05
1076,3.80E+00,3.9600E-05
1077,3.60E+00,3.9650E-05
1078,3.40E+00,3.9700E-05
1079,3.40E+00,3.9750E-05
1080,3.40E+00,3.9800E-05
1081,3.20E+00,3.9850E-05
1082,3.40E+00,3.9900E-05
1083,3.20E+00,3.9950E-05
1084,3.20E+00,4.0000E-05
1085,3.20E+00,4.0050E-05
1086,3.00E+00,4.0100E-05
1087,3.00E+00,4.0150E-05
1088,3.00E+00,4.0200E-05
1089,2.80E+00,4.0250E-05
1090,2.60E+00,4.0300E-05
1091,2.60E+00,4.0350E-05
1092,2.60E+00,4.0400E-05
1093,2.40E+00,4.0450E-05
1094,2.40E+00,4.0500E-05
1095,2.40E+00,4.0550E-05
1096,2.20E+00,4.0600E-05
1097,2.20E+00,4.0650E-05
1098,2.00E+00,4.0700E-05
1099,1.80E+00,4.0750E-05
1100,1.80E+00,4.0800E-05
1101,1.80E+00,4.0850E-05
1102,1.60E+00,4.0900E-05
1103,1.60E+00,4.0950E-05
1104,1.60E+00,4.1000E-05
1105,1.40E+00,4.1050E-05
1106,1.20E+00,4.1100E-05
1107,1.20E+00,4.1150E-05
1108,1.00E+00,4.1200E-05
1109,1.00E+00,4.1250E-05
1110,8.00E-01,4.1300E-05
1111,8.00E-01,4.1350E-05
1112,6.00E-01,4.1400E-05
1113,4.00E-01,4.1450E-05
1114,2.00E-01,4.1500E-05
1115,4.00E-01,4.1550E-05
1116,2.00E-01,4.1600E-05
1117,0.00E+00,4.1650E-05
1118,0.00E+00,4.1700E-05
1119,0.00E+00,4.1750E-05
1120,-2.00E-01,4.1800E-05
1121,-4.00E-01,4.1850E-05
1122,-6.00E-01,4.1900E-05
1123,-6.00E-01,4.1950E-05
1124,-6.00E-01,4.2000E-05
1125,-8.00E-01,4.2050E-05
1126,-1.00E+00,4.2100E-05
1127,-1.00E+00,4.2150E-05
1128,-1.00E+00,4.2200E-05
1129,-1.40E+00,4.2250E-05
1130,-1.40E+00,4.2300E-05
1131,-1.40E+00,4.2350E-05
1132,-1.60E+00,4.2400E-05
1133,-1.60E+00,4.2450E-05
1134,-1.60E+00,4.2500E-05
1135,-1.80E+00,4.2550E-05
1136,-1.80E+00,4.2600E-05
1137,-2.00E+00,4.2650E-05
1138,-2.20E+00,4.2700E-05
1139,-2.20E+00,4.2750E-05
1140,-2.20E+00,4.2800E-05
1141,-2.40E+00,4.2850E-05
1142,-2.60E+00,4.2900E-05
1143,-2.60E+00,4.2950E-05
1144,-2.60E+00,4.3000E-05
1145,-2.80E+00,4.3050E-05
1146,-2.80E+00,4.3100E-05
1147,-3.00E+00,4.3150E-05
1148,-3.00E+00,4.3200E-05
1149,-3.00E+00,4.3250E-05
1150,-3.20E+00,4.3300E-05
1151,-3.20E+00,4.3350E-05
1152,-3.20E+00,4.3400E-05
1153,-3.40E+00,4.3450E-05
1154,-3.40E+00,4.3500E-05
1155,-3.40E+00,4.3550E-05
1156,-3.60E+00,4.3600E-05
1157,-3.60E+00,4.3650E-05
1158,-3.60E+00,4.3700E-05
1159,-3.80E+00,4.3750E-05
1160,-3.80E+00,4.3800E-05
1161,-3.80E+00,4.3850E-05
1162,-4.00E+00,4.3900E-05
1163,-4.00E+00,4.3950E-05
1164,-4.00E+00,4.4000E-05
1165,-4.00E+00,4.4050E-05
1166,-4.00E+00,4.4100E-05
1167,-4.00E+00,4.4150E-05
1168,-4.00E+00,4.4200E-05
1169,-4.20E+00,4.4250E-05
1170,-4.20E+00,4.4300E-05
1171,-4.20E+00,4.4350E-05
1172,-4.20E+00,4.4400E-05
1173,-4.20E+00,4.4450E-05
1174,-4.20E+00,4.4500E-05
1175,-4.40E+00,4.4550E-05
1176,-4.20E+00,4.4600E-05
1177,-4.40E+00,4.4650E-05
1178,-4.40E+00,4.4700E-05
1179,-4.40E+00,4.4750E-05
1180,-4.40E+00,4.4800E-05
1181,-4.20E+00,4.4850E-05
1182,-4.40E+00,4.4900E-05
1183,-4.40E+00,4.4950E-05
1184,-4.40E+00,4.5000E-05
1185,-4.40E+00,4.5050E-05
1186,-4.40E+00,4.5100E-05
1187,-4.20E+00,4.5150E-05
1188,-4.20E+00,4.5200E-05
1189,-4.20E+00,4.5250E-05
1190,-4.20E+00,4.5300E-05
1191,-4.20E+00,4.5350E-05
1192,-4.20E+00,4.5400E-05
1193,-4.20E+00,4.5450E-05
1194,-4.20E+00,4.5500E-05
1195,-4.00E+00,4.5550E-05
1196,-4.20E+00,4.5600E-05
1197,-4.00E+00,4.5650E-05
1198,-4.00E+00,4.5700E-05
1199,-4.00E+00,4.5750E-05
1200,-3.80E+00,4.5800E-05
